2021-08-25/20:47:55		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-25/20:51:00		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:00		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:00		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:00		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:00		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:00		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:00		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:00		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:00		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:01		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:01		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:01		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:01		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:01		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:01		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:01		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:01		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:02		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:02		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:02		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:02		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:02		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:02		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:02		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:02		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:02		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:02		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:03		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:03		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:03		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:03		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:03		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:03		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:03		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:03		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:03		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:03		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:04		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:04		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:04		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:04		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:04		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:04		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:04		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:04		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:04		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:04		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:05		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:05		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:05		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:05		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:05		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:05		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:05		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:05		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:05		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:06		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:06		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:06		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:06		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:06		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:06		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:06		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:06		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:06		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:07		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:07		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:07		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:07		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:07		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:07		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:07		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:07		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:07		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:08		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:08		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:08		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:08		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:08		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:08		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:08		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:08		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:08		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:09		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:09		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:09		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-25/20:51:09		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:09		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:09		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:09		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:09		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:09		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:09		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:10		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:10		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:10		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:10		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:10		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:10		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:10		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:10		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:10		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:10		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:11		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:11		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:11		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:11		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:11		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:11		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:11		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:11		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:12		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:12		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:12		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:12		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:12		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:12		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:12		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:12		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:12		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:12		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:13		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:13		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:13		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:13		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:13		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:13		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:13		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:13		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:13		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:13		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:14		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:14		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:14		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:14		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:14		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:14		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:14		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:14		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:14		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:15		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:15		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:15		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:15		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:15		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:15		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:15		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:15		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:15		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:15		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:16		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:16		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:16		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:16		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:16		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:16		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:16		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:16		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:16		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:17		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:17		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:17		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:17		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:17		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:17		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:17		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:17		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:17		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:18		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:18		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:18		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:18		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:18		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:18		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:18		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:18		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:18		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:19		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:19		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:19		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:19		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:19		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:19		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:19		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:19		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:19		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:19		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:20		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:20		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:20		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:20		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:20		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:20		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:20		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:20		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:20		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:20		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:21		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:21		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:21		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:21		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:21		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:21		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:21		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:21		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:21		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:21		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:22		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:22		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:22		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:22		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:22		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:22		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:22		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:22		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:22		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:23		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:23		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:23		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:23		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:23		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:23		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:23		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:23		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:23		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:24		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:24		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:24		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:24		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:24		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:24		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:24		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:24		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:24		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:24		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:25		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:25		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:25		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:25		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:25		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:25		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:25		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:25		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:25		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:25		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:26		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:26		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:26		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:26		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:26		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:26		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:26		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:26		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:26		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:27		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:27		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:27		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:27		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:27		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:27		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:27		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:27		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:27		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:27		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:28		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:28		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:28		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:28		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:28		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:28		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:28		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:28		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:29		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:29		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:29		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:29		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:29		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:29		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:29		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:29		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:29		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:30		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:30		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:30		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:30		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:30		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2021-08-25/20:51:30		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:30		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:30		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:30		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:30		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:31		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:31		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:31		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:31		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:31		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:31		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:31		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:31		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:31		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:31		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:32		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:32		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:32		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:32		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:32		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:32		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:32		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:32		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:32		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:32		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:33		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:33		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:33		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:33		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:33		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2021-08-25/20:51:33		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
